NIT;ID_CLIENTE_ONYX;NOMBRE_CLIENTE;ID_ATENCION_ONYX;ATENCION;PRIORIDAD_ATENCION;ESTADO_ATENCION;ORIGEN_ATENCION;DESCRIPCION;RESUMEN;RESOLUCION_1;RESOLUCION_2;RESOLUCION_3;RESOLUCION_4;USUARIO_INSERTADO;GRUPO_INSERTADO;USUARIO_ASIGNADO;GRUPO_ASIGNADO;USUARIO_SOLUCION;GRUPO_SOLUCION;USUARIO_CERRADO;GRUPO_CERRADO;ID_ENLACE;SERVICIO;PRODUCTO;FAMILIA;FECHA_CREACION;FECHA_INGRESO_ESTADO;DT_AJUSTADO;MAYOR_INCIDENT;GRUPO_OBJETIVO;SEGMENTO;CIUDAD;PALABRA_CLAVE;NIT_SIN_COD_Calc;SISTEMA_Calc;Consecutivo_Calc;Clasif_Por_Servicio_Calc;Clasif_Por_Cliente_Calc;SLA_Calc;Reclasificacion_atencion_Calc;Tiempo_Horas_SLA_Calc;Cumplimiento_Calc;Nueva_Prioridad_Calc;Meta_Individual_Calc;Meta_Presidencia_Calc;Meta_IFI_Calc;3G_Calc;TMX_Minutos_Calc;TMX_Calc;Reincidencia_Calc;Recurrencia_Calc;RESPONSABILIDAD;LLAVE_GENERAL_Calc;LLAVE_Reincidencia_Calc;Reclasificacion_Reinc_Calc;FCR;Cluster_Actual_Calc;Celula_Comercial_Calc;Clasif_Por_IVR_Calc;TIPO TICKET;DT_CONCILIADO;CONTACTO DESTINO;TICKET_CARRIER;ALIAS ENLACE;FECHA_SOLUCION;TIEMPO INCIDENTE;RANGO HORA;TICKET_MAXIMO;REGIONAL;DIRECTOR;PN;G_SEGMENTO;G_Clasif_Por_IVR_Calc;NODO;Agrupacion_Especiales;Interno / Externo;VENDOR;Numero_CUN;TIPOSERVICIO;SUBTIPO
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1659310;Incident;1 - Critical;Closed;3 - Evento;RRO0215 + MVALLEDUPA?R + Fa2/0/20  + CAIDA DATOS + VALLEDUPAR SEDE ADMINISTRATIVA;;incident;failure;No Hay Navegaci¢n;Hardware - Da¤ado (Cliente);ECF3856B;;ECF3856B;EYN - NOC Clientes Especiales;ECF3856B;EYN - NOC Clientes Especiales;Nestor Osvaldo Vasquez Castro;EYN - NOC Clientes Especiales;rro0215;Empresas ? Intranet;;Resolved Successfully;22/07/2022;22/07/2022;0,060833333;;;ESTRATEGICA;Valledupar;rro0215_a9kvalledupar_gigabitethernet0/0/0/1.340;860032909;SM;40495;Empresas;CE;4;Incidente;0,060833333;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Cliente;IM1659310rro0215;rro0215incidentfailureNo Hay Navegaci¢nHardware - Da¤ado (Cliente);Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,666666667;1069713349;;;;;;;R1. COSTA;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos MPLS
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1659259;Incident;1 - Critical;Closed;3 - Evento;ACR0422 + ZAC-CTG.EL_B?OSQUE-CP1 + gpon_onu-1/1/1?1:46 + CAIDA DATOS  + CARTAGENA MEGATIENDAS BOCA GRANDE;;incident;failure;No Hay Navegaci¢n;Hardware - Da¤ado (Cliente);ECF3856B;;ECF3856B;EYN - NOC Clientes Especiales;ECF3856B;EYN - NOC Clientes Especiales;Nestor Osvaldo Vasquez Castro;EYN - NOC Clientes Especiales;acr0422;Empresas ? Intranet;;Resolved Successfully;22/07/2022;22/07/2022;0,055;;;ESTRATEGICA;Tocancip ;acr0422_bosque_gigabitethernet0/0/3.1141;860032909;SM;40494;Empresas;CE;4;Incidente;0,055;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Cliente;IM1659259acr0422;acr0422incidentfailureNo Hay Navegaci¢nHardware - Da¤ado (Cliente);Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,166666667;1069713349;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos MPLS
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1657902;Incident;1 - Critical;Closed;3 - Evento;RRM0246 + HAC-BOG.FONTIBONH-CP2 + 0/14/9 + CAÖDA DATOS + BOGOTA MERCAFAM FONTIBON;;incident;failure;No Hay Navegaci¢n;Hardware - Desconectado/Mal Conectado (Servicio Caido);ECF3856B;;ECF3856B;EYN - NOC Clientes Especiales;ECF3856B;EYN - NOC Clientes Especiales;Nestor Osvaldo Vasquez Castro;EYN - NOC Clientes Especiales;rrm0246;Empresas ? Internet;;Resolved Successfully;21/07/2022;21/07/2022;0,146111111;;;ESTRATEGICA;Tocancip ;rrm0246_a9karanda_gigabitethernet0/0/1/3.1709;860032909;SM;40493;Empresas;CE;4;Incidente;0,146111111;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1657902rrm0246;rrm0246incidentfailureNo Hay Navegaci¢nHardware - Desconectado/Mal Conectado (Servicio Caido);Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,5;1069713349;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos MPLS
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1657429;Incident;1 - Critical;Closed;3 - Evento;RRO0438  + SW HAC-ANT.BE?LLO_HOG-CP?2 + PUERTO GPON 0/1/13 17 + CAÖDA + MEDELLIN + A9KESPACIOSUR + RRO0438 - MEDELLIN EURO FLORIDA;;incident;failure;Conectividad Limitada;OTH CONFIGURACION;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF3856B;EYN - NOC Clientes Especiales;Nestor Osvaldo Vasquez Castro;EYN - NOC Clientes Especiales;rro0438;Empresas ? Intranet;;Resolved Successfully;21/07/2022;22/07/2022;0,129166667;;;ESTRATEGICA;Cartago;rro0438_a9kcalicentro_tengige1/0/0/2.415;860032909;SM;40492;Empresas;CE;4;Incidente;0,129166667;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Cliente;IM1657429rro0438;rro0438incidentfailureConectividad LimitadaOTH CONFIGURACION;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,166666667;1069713349;;;;;;;R3. OCCIDENTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;howto;NO AVAL;Externo;;No Tiene;;Puertos MPLS
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1657140;Incident;1 - Critical;Closed;3 - Evento;RRM0076 - CALI GRAN COLOMBIA MANGOS -;;incident;failure;Sistema No Disponible;Hardware - Desconectado/Mal Conectado;EC4508U;;ECF4534C;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;RRM0076;Empresas ? Intranet;;Diagnosed Successfully;21/07/2022;21/07/2022;0,025555556;;;ESTRATEGICA;Tocancip ;RRM0076;860032909;SM;40491;Empresas;CE;4;Incidente;0,025555556;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Cliente;IM1657140RRM0076;RRM0076incidentfailureSistema No DisponibleHardware - Desconectado/Mal Conectado;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;2,218333333;860032909-8;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;MPLS TRANSACCIONAL
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1656568;Incident;1 - Critical;Closed;3 - Evento;RRM0219 - MEDELLIN GEF GUAYAQUIL;;incident;failure;Conectividad Limitada;Hardware - Da¤ado (Cliente);ECF4256C;;ECF3856B;EYN - NOC Clientes Especiales;ECF3856B;EYN - NOC Clientes Especiales;Nestor Osvaldo Vasquez Castro;EYN - NOC Clientes Especiales;rrm0219;Empresas ? Extranet;;Resolved Successfully;20/07/2022;20/07/2022;0,007777778;;;ESTRATEGICA;Tocancip ;RRM0219;860032909;SM;40490;Empresas;CE;4;Incidente;0,007777778;Cumple;Prioridad 1;;;;NO;0;;NO;SI;Cliente;IM1656568RRM0219;RRM0219incidentfailureConectividad LimitadaHardware - Da¤ado (Cliente);Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;6;1069713349;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;IP DATA EXTRANET DOMESTIC
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1656354;Incident;1 - Critical;Closed;3 - Evento;RRO0199 - ARMENIA CC UNICENTRO -;;incident;failure;Sistema No Disponible;Hardware - Da¤ado (Cliente);EC4508U;;ECF4534C;EYN - NOC Clientes Especiales;ECF3856B;EYN - NOC Clientes Especiales;Nestor Osvaldo Vasquez Castro;EYN - NOC Clientes Especiales;RRO0199;Empresas ? Intranet;;Resolved Successfully;20/07/2022;20/07/2022;0,038611111;;;ESTRATEGICA;Armenia;RRO0199;860032909;SM;40488;Empresas;CE;4;Incidente;0,038611111;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Cliente;IM1656354RRO0199;RRO0199incidentfailureSistema No DisponibleHardware - Da¤ado (Cliente);Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;5;860032909;;;;;;;R2. NORTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;MPLS TRANSACCIONAL
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1655852;Incident;1 - Critical;Closed;3 - Evento;XZPC017+ HAC-ANT.BE?LLO_HOG-CP?2 +  0 /1 /6   43 + CAIDA DATOS+ BELLO +  HOMCENTER NORTE;;incident;failure;No Hay Navegaci¢n;Fibra - Ruptura;ECF3856B;;ECF3856B;EYN - NOC Clientes Especiales;ECF3856B;EYN - NOC Clientes Especiales;Nestor Osvaldo Vasquez Castro;EYN - NOC Clientes Especiales;XZPC017;Empresas ? Intranet;;Resolved Successfully;19/07/2022;20/07/2022;0,067222222;;;ESTRATEGICA;Bello;;860032909;SM;40484;Empresas;CE;4;Incidente;0,067222222;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1655852XZPC017;XZPC017incidentfailureNo Hay Navegaci¢nFibra - Ruptura;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;5,316666667;1069713349;;;;;;;R2. NORTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1655605;Incident;1 - Critical;Closed;3 - Evento;ACR0409 + ZAC-BAR.SENA-CP1 +GPON 1/1/8:3 + ATENUACIàN + A9KBQWTC + BARRANQUILLA HOMECENTER CALLE 30 PPAL;;incident;failure;Conectividad Limitada;Fibra - atenuada;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;acr0409;Empresas ? Intranet;;Resolved Successfully;19/07/2022;22/07/2022;0,016944444;;;ESTRATEGICA;Tocancip ;acr0409_zac-bar.sena-cp1_gpon-onu_1/2/8:3;860032909;SM;40483;Empresas;CE;4;Incidente;0,016944444;Cumple;Prioridad 1;;;;NO;0;;SI;SI;Claro;IM1655605acr0409;acr0409incidentfailureConectividad LimitadaFibra - atenuada;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;69,11416667;1069713349;;;;;;INC6821830;R4. CENTRO;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1655527;Incident;1 - Critical;Closed;3 - Evento;XZPC029 + SW HAC-CUN.FU?SAGASUGA-C?P1  + PUERTO 0/ 1/1:25 + CAÖDA + FUSAGASUGA  + a9kortezal2 + XZPC029 - FUSAGASUGA OLIMPICA;;incident;failure;Conectividad Limitada;Fibra - Ruptura;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF3856B;EYN - NOC Clientes Especiales;Nestor Osvaldo Vasquez Castro;EYN - NOC Clientes Especiales;XZPC029;Empresas ? Intranet;;Resolved Successfully;19/07/2022;19/07/2022;0,058888889;;;ESTRATEGICA;Fusagasug ;;860032909;SM;40482;Empresas;CE;4;Incidente;0,058888889;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1655527XZPC029;XZPC029incidentfailureConectividad LimitadaFibra - Ruptura;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;3;1069713349;;;;;;;R5. ORIENTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;
